Title,Edition,ISBN,Publisher Name,Publishing Year,Serial Title,Call Number,Language,publishing place,Classification,Notes,Image,File Attach,Author,Subject,Item Start value,Specific Detail Info,Copies,Price,label,Supplier,Subtitle,Keyword,Book review,Standards,Frequency,
Froggy Goes to School,,,Scholastic Printing New York,1996,,1147,English,,,,,,Jonathan London ,,1147,,1,,,,,,,,,
Let's Go Froggy!,,,Scholastic Printing New York,1996,,1148,English,,,,,,Jonathan London ,,1148,,1,,,,,,,,,
Cecils Garden,,,Scholastic Printing New York,2003,,1149,English,,,,,,Hooly Keller,,1149,,1,,,,,,,,,
Froggy Learns to Swim, ,,Scholastic Printing New York,2003,,1150,English,,,,,,Jonathan londan,,1150,,1,,,,,,,,,
"Good Morning, Pond",,,Scholastic Printing New York,2002,,1151,English,,,,,,Alyssa Satin Capucilli,,1151,,1,,,,,,,,,
Froggy's Sleep Over,,,Scholastic Printing New York,2005,,1152,English,,,,,,Jonathan London ,,1152,,1,,,,,,,,,
Five  Little Monkeys Sitting in a Tree,,,Scholastic Printing New York,2005,,1153,English,,,,,,Eileen Christelow,,1153,,1,,,,,,,,,
I Knew You Could!,,,Scholastic Printing New York,2005,,1154,English,,,,,,Craig Dorfman,,1154,,1,,,,,,,,,
Why are Dogs Noses Wet?,,,Scholastic Printing New York,2006,,1155,English,,,,,,Howie Dewin,,1155,,1,$3.99 ,,,,,,,,
Dr. Susan,,,Little Trolley Book,,,1156,English,,,,,,Dan Potter,,1156,,1,$1.99 ,,,,,,,,
Always Room for One More,,,Troll Associates,1965,,1157,English,,,,,,Sorche Nic Leodhas,,1157,,1,$1.99 ,,,,,,,,
The Headless Horseman of sleepy Hollow,,,Education Reading Service,,,1158,English,,,,,,Cherney Berg,,1158,,1,,,,,,,,,
Chicken And Egg,,,Silver Burdett Ginn,1986,,1159,English,,,,,,Christine Back,,1159,,1,$3.95 ,,,,,,,,
Snakes Alive!,,,Pages Publishing Group,1988,,1160,English,,,,,,Janet Lambert,,1160,,1,$3.99 ,,,,,,,,
Shrek Forever After,,,Penguin Group New York,2010,,1161,English,,,,,,Annie Auerbach,,1161,,1,$3.95 ,,,,,,,,
How Parrots Can Talk,,,Graymont Enterprises,,,1162,English,,,,,,Mary Packard,,1162,,1,,,,,,,,,
The Birthday Bicycle,,,Little Trolley Book,,,1163,English,,,,,,Diana Noonan,,1163,,1,$1.99 ,,,,,,,,
Jay Jay The Jet Plane,,,Penguin Group New York,2003,,1164,English,,,,,,Jenny Miglis,,1164,,1,$3.49 ,,,,,,,,
Geraldine's Big Show,,,Scholastic Printing New York,1990,,1165,English,,,,,,Holly Keller,,1165,,1,,,,,,,,,
I Am A T. Rex!,,,Grosset & Dunlap New York,2010,,1166,English,,,,,,Craig Bartlett,,1166,,1,$3.99 ,,,,,,,,
It Zwibble and the Big Birthday Party,,,Scholastic Printing New York,2010,,1167,English,,,,,,Were Ross,,1167,,1,$3.99 ,,,,,,,,
George and Martha,,,Troll Associates,2010,,1168,English,,,,,,james Marshall,,1168,,1,$4.95 ,,,,,,,,
Dinofours Where' Mommy,,,Scholastic Printing New York,2010,,1169,English,,,,,,Steve Metzger,,1169,,1,$3.25 ,,,,,,,,
Love You Forever,,,Firefly Books Ltd.,2003,,1170,English,,,,,,Robert Munsch,,1170,,1,$4.95 ,,,,,,,,
Dinosaur Eggs,,,Scholastic Printing New York,2001,,1171,English,,,,,,Jennifer Dussling,,1171,,1,$4.55 ,,,,,,,,
Froggy Goes to the Doctor,,,Scholastic Printing New York,2000,,1172,English,,,,,,Jonathan Londan,,1172,,1,,,,,,,,,
The Little Red Hen,,,Scholastic Printing New York,2000,,1173,English,,,,,,Timothy,,1173,,1,$3.99 ,,,,,,,,
Be Yourself,,,Animazing Entertainment,2001,,1174,English,,,,,,Bobby Goldsbara,,1174,,1,$1.50 ,,,,,,,,
Snuffles Make a Friend,,,Children Books,2004,,1175,English,,,,,,Mary lee Donovan,,1175,,1,$3.99 ,,,,,,,,
Ant Cities,,,Scholastic Printing New York,1987,,1176,English,,,,,,Arthur Dorros,,1176,,1,$3.99 ,,,,,,,,
The Rhyme Queen,,,Tate Publication,2010,,1177,English,,,,,,Julie Marie Angel,,1177,,1,$3.99 ,,,,,,,,
Safe And Sound!,,,Harper Festival,2010,,1178,English,,,,,,Jan & Mike,,1178,,1,$3.99 ,,,,,,,,
Donkey Daniel in Bethlehem,,,Arch books US,2008,,1179,English,,,,,,Janice Kramer,,1179,,1,$1.99 ,,,,,,,,
Snow White and Rose Red,,,Dhigara Publising House,2000,,1180,English,,,,,,Dingara,,1180,,1,13,,,,,,,,
Baseball's Best,,,Golden Books ,2000,,1181,English,,,,,,Michel E Goodman,,1181,,1,,,,,,,,,
The Biggest Pumpkin Ever,,,Scholastic Printing New York,2001,,1182,English,,,,,,Steven Kroll,,1182,,1,$3.75 ,,,,,,,,
Big Wheels,,,Troll Associates,1996,,1183,English,,,,,,Joanne Barkan,,1183,,1,$3.99 ,,,,,,,,
Little Red Riding Hood,,,Mc Graw Hill Pub.,2002,,1184,English,,,,,,Candice Ransom,,1184,,1,$3.99 ,,,,,,,,
If you give A Mouse A Cookie,,,Scholastic Printing New York,1985,,1185,English,,,,,,Laura Joffe,,1185,,1,$1.99 ,,,,,,,,
Scooby Doo Loch ness Monster,,,Scholastic Printing New York,2001,,1186,English,,,,,,Jesse Leon ,,1186,,1,$3.99 ,,,,,,,,
Curious Georgeand the Pizza,,,Curious GeorgePub,1985,,1187,English,,,,,,Margret ,,1187,,1,$3.95 ,,,,,,,,
The Best Teacher Ever,,,Harper Festival,2008,,1188,English,,,,,,Mercer Mayer,,1188,,1,$3.99 ,,,,,,,,
Ladybug's Birthday,,,Scholastic Printing New York,1998,,1189,English,,,,,,Steve Metzger,,1189,,1,$3.99 ,,,,,,,,
If you give A Mouse A Muffin,,,Harpercollins,1991,,1190,English,,,,,,Laura Joffe,,1190,,1,$3.99 ,,,,,,,,
Jack and the Leprechaun,,,Random House,2000,,1191,English,,,,,,Ivan Robertson,,1191,,1,$4.25 ,,,,,,,,
Polar Wildlife,,,Marshall Direct Learning Ltd,1993,,1192,English,,,,,,Jinny johnson,,1192,,1,,,,,,,,,
Ocean Wildlife,,,Marshall Direct Learning Ltd,1993,,1193,English,,,,,,Jinny johnson,,1193,,1,,,,,,,,,
Farmar Duck,,,Candlewick Press,1996,,1194,English,,,,,,Martin Waddell,,1194,,1,$5.99 ,,,,,,,,
Wolf!,,,Scholastic Printing New York,,,1195,English,,,,,,Becky Bloom,,1195,,1,,,,,,,,,
"One, Two, Three Oops!",,,Little Tiger Press,2008,,1196,English,,,,,,Michael Coleman,,1196,,1,$3.99 ,,,,,,,,
Ira Sleeps Over,,,Houghtton Mifflin Cpompany,2001,,1197,English,,,,,,Bernard Waber,,1197,,1,$4.95 ,,,,,,,,
The Crayon Box that Talked,,,Scholastic Printing New York,,,1198,English,,,,,,Shane DeRolf,,1198,,1,,,,,,,,,
Chester Raccoon and the Big Bad Bully,,,Scholastic Printing New York,2001,,1199,English,,,,,,Audrey Penn,,1199,,1,$3.99 ,,,,,,,,
The Very Hungry Catterpillar,,,Scholastic Printing New York,1987,,1200,English,,,,,,Eric Carle,,1200,,1,$3.99 ,,,,,,,,
The Cat Who Wore a pot on Her Head,,,Scholastic Printing New York,1990,,1201,English,,,,,,Jan Slepian,,1201,,1,$4..99,,,,,,,,
Clotilda,,,Random House,1978,,1202,English,,,,,,Jack Kent,,1202,,1,$3.99 ,,,,,,,,
Monster Trucks,,,QEB Publishing,,,1203,English,,,,,,Ian Graham,,1203,,1,$4.99 ,,,,,,,,
The Crippled Lamb,,,Scholastic Printing New York,1994,,1204,English,,,,,,Max Lucado,,1204,,1,$3.99 ,,,,,,,,
Penguin Comes Home,,,Scholastic Printing New York,2005,,1205,English,,,,,,Louise O Young,,1205,,1,$3.99 ,,,,,,,,
A Monster in the House,,,Puffins Books,2005,,1206,English,,,,,,Elisa Kleven,,1206,,1,,,,,,,,,
Riptide,,,Trumpet Club Pub,,,1207,English,,,,,,Frances Ward Weller,,1207,,1,,,,,,,,,
Martha doesn't say sorry!,,,Scholastic Printing New York,2010,,1208,English,,,,,,Samantha Berger,,1208,,1,,,,,,,,,
Hugs and Kisses,,,Scholastic Printing New York,2003,,1209,English,,,,,,Christophe Loupy,,1209,,1,$3.99 ,,,,,,,,
Miss Malarkey Doesn't Live in Room 10,,,Scholastic Printing New York,,,1210,English,,,,,,Judy Finchler,,1210,,1,,,,,,,,,
An Extraordinary Egg,,,Scholastic Printing New York,,,1211,English,,,,,,Leo Lionni,,1211,,1,,,,,,,,,
Testing  Mis Malarkey,,,Scholastic Printing New York,,,1212,English,,,,,,Judy Finchler,,1212,,1,$2.99 ,,,,,,,,
Moosetache,,,Scholastic Printing New York,,,1213,English,,,,,,Margie Palatini,,1213,,1,,,,,,,,,
The Shoe Maker and The Elves,,,Shree Book Centre,,,1214,English,,,,,,Kingder,,1214,,1,,,,,,,,,
The Escpe Oney Judge,,,Scholastic Printing New York,,,1215,English,,,,,,Martha Washington,,1215,,1,,,,,,,,,
Tales of Great Values Courageous William,,,Wilco Pub House,,,1216,English,,,,,,Wilco Pub,,1216,,1,,,,,,,,,
Too many Toys,,,Scholastic Printing New York,2009,,1217,English,,,,,,David Shannon,,1217,,1,$4.99 ,,,,,,,,
Shark in the Dark,,,Scholastic Printing New York,2010,,1218,English,,,,,,Peter Bently,,1218,,1,,,,,,,,,
Dog Breath,,,Scholastic Printing New York,1994,,1219,English,,,,,,Dav Pilkey,,1219,,1,,,,,,,,,
I Love Guinea Pigs,,,Scholastic Printing New York,,,1220,English,,,,,,Dick King Smith,,1220,,1,,,,,,,,,
Saving Castle Clover,,,Harcourt school Publishers,1994,,1221,English,,,,,,Evelyn Hedges,,1221,,1,,,,,,,,,
Weather ,,,Troll Associates,1985,,1222,English,,,,,,Louis Sabin,,1222,,1,$1.95 ,,,,,,,,
Backyard Mystery,,,Troll Associates,,,1223,English,,,,,,John Howard,,1223,,1,$1.95 ,,,,,,,,
Go to The Moon,,,Hooked on Phonics,,,1224,English,,,,,,Chris Sawyer,,1224,,1,$1.99 ,,,,,,,,
The Fantastic Four Versus Doctor Doom,,,Harper Kids Entertainment,,,1225,English,,,,,,Monique,,1225,,1,$3.99 ,,,,,,,,
Shark Tale Lenny's Fishy Fib,,,Scholastic Printing New York,,,1226,English,,,,,,Gail Herman,,1226,,1,$3.99 ,,,,,,,,
The Trail of Tears,,,Random House,1999,,1227,English,,,,,,Joseph Bruchac,,1227,,1,$5.99 ,,,,,,,,
Over My Head,,,Harcourt school Publishers,2009,,1228,English,,,,,,Russell Ginns,,1228,,1,,,,,,,,,
Fancy Nancy Heart to Heart,,,Harper Festival,2009,,1229,English,,,,,,Jane o Connor,,1229,,1,$4.99 ,,,,,,,,
The Bully From the Black Lagoon,,,Scholastic Printing New York,2004,,1230,English,,,,,,Mike Thaler,,1230,,1,$3.99 ,,,,,,,,
Little People,,,Mordern Pub,2001,,1231,English,,,,,,Mordern Pub,,1231,,1,,,,,,,,,
Tom Goes to Kindergarten,,,Scholastic Printing New York,2001,,1232,English,,,,,,Margarat Wild,,1232,,1,$3.99 ,,,,,,,,
Officer Buckle and Gloria,,,Scholastic Printing New York,,,1233,English,,,,,,Peggy Tathmann,,1233,,1,,,,,,,,,
Mama Cat Has three Kittens,,,Scholastic Printing New York,2001,,1234,English,,,,,,Denise Fleming,,1234,,1,$3.99 ,,,,,,,,
Pet Detectives,,,Troll Associates,,,1235,English,,,,,,Betty Ren Wright,,1235,,1,$5.95 ,,,,,,,,
Furry Tales,,,Grosset & Dunlap New York,2002,,1236,English,,,,,,Jim Davis,,1236,,1,,,,,,,,,
Oliver All Alone,,,Dutton Children Books,2002,,1237,English,,,,,,Christine Harris,,1237,,1,$5.95 ,,,,,,,,
This is the Teacher,,,Puffins Books,2004,,1238,English,,,,,,Rhonda Gowler,,1238,,1,$5.99 ,,,,,,,,
Dogku,,,Scholastic Printing New York,,,1239,English,,,,,,Andrew Clements,,1239,,1,,,,,,,,,
Tiny Goes Camping,,,Puffins Books,2006,,1240,English,,,,,,Cari Meister ,,1240,,1,$.3.99,,,,,,,,
My Reptile Hospital,,,Electronic Education ,2003,,1241,English,,,,,,Frank Christianson,,1241,,1,,,,,,,,,
Pigsty,,,Scholastic Printing New York,,,1242,English,,,,,,Mark Teague,,1242,,1,$1.99 ,,,,,,,,
Stella & Roy,,,Dutton Children Books,1995,,1243,English,,,,,,Ashley wolff,,1243,,1,$4.99 ,,,,,,,,
Stellaluna,,,Scholastic Printing New York,1993,,1244,English,,,,,,Janell Cannon,,1244,,1,$4.99 ,,,,,,,,
The Reason for a Flower,,,Scholastic Printing New York,1983,,1245,English,,,,,,Ruth Heller,,1245,,1,$3.99 ,,,,,,,,
Carpentry Making things with Wood,,,Scholastic Printing New York,,,1246,English,,,,,,Mc Phee Gribble ,,1246,,1,$1.99 ,,,,,,,,
Let's Go to the Farm and the Zoo,,,Scholastic Printing New York,,,1247,English,,,,,,Barney ,,1247,,1,,,,,,,,,
A Perfact Picnic,,,Scholastic Printing New York,2003,,1248,English,,,,,,Sarah Albee,,1248,,1,$1.00 ,,,,,,,,
Dinosaurs are Different ,,,Harper Trophy,2002,,1249,English,,,,,,Aliki,,1249,,1,$3.95 ,,,,,,,,
Happy Easter Mouse,,,Scholastic Printing New York,2002,,1250,English,,,,,,Laura Numeroff,,1250,,1,,,,,,,,,
Happy Mother Day,,,Puffins Books,1987,,1251,English,,,,,,Steven Kroll,,1251,,1,$3.95 ,,,,,,,,
"Engine, Engine Number Nine",,,Scholastic Printing New York,,,1252,English,,,,,,Paul Meisel,,1252,,1,$1.25 ,,,,,,,,
I Am A T. Rex!,,,Grosset & Dunlap New York,2010,,1253,English,,,,,,Craig Bartlett,,1253,,1,$1.25 ,,,,,,,,
Whoever You Are,,,Voyager Books,2000,,1254,English,,,,,,Leslie Staub,,1254,,1,$1.59 ,,,,,,,,
Rhyme Time,,,Dalmatian Press,2001,,1255,English,,,,,,P.J . Shaw,,1255,,1,$3.50 ,,,,,,,,
Meet Babar and His Family,,,Random House,1972,,1256,English,,,,,,Laurent De Brunhoff,,1256,,1,$3.25 ,,,,,,,,
The amazing Spider Man,,,Marvel Books`,,,1257,English,,,,,,David Seidman,,1257,,1,$3.99 ,,,,,,,,
Care Bears The Day Nobody  Shared,,,Scholastic Printing New York,2003,,1258,English,,,,,,Nancy Parent,,1258,,1,$3.50 ,,,,,,,,
If I Could Drive a Bulldozer!,,,Scholastic Printing New York,2002,,1259,English,,,,,,Michael Teitelbaum,,1259,,1,$2.25 ,,,,,,,,
"Hands off, Doc Ock",,,Harper Festival,2004,,1260,English,,,,,,Kate Egan,,1260,,1,$1.25 ,,,,,,,,
Operation Autobot,,,Harper Entertaiment,2001,,1261,English,,,,,,Susan Korman,,1261,,1,$3.99 ,,,,,,,,
The Berenstain Bears and the Joy of Giving,,,Scholastic Printing New York,2010,,1262,English,,,,,,Jan & Mike Berenstain,,1262,,1,$3.99 ,,,,,,,,
Daffu Duck in Duck Troop to the Rescue,,,A Golden Book New York,1992,,1263,English,,,,,,Justine Korman,,1263,,1,$3.99 ,,,,,,,,
Love You Forever,,,Firefly Books Ltd.,1945,,1264,English,,,,,,Robert Munsch,,1264,,1,$4.95 ,,,,,,,,
Thomas Saurus Rex,,,Random House,2006,,1265,English,,,,,,Richard Courtney,,1265,,1,$3.99 ,,,,,,,,
Andrem's Loose Tooth,,,Scholastic Printing New York,2006,,1266,English,,,,,,Robert Munsch,,1266,,1,$3.99 ,,,,,,,,
The Silver Locket,,,Grosset & Dunlap New York,2005,,1267,English,,,,,,Katharine Holabird,,1267,,1,$3.99 ,,,,,,,,
Horses and Ponies,,,McClanahan Book Company,2006,,1268,English,,,,,,Shelagh Canning,,1268,,1,$2.25 ,,,,,,,,
Can't you sleep little Bear?,,,Candlewick Press,1996,,1269,English,,,,,,Martin Waddell,,1269,,1,$1.25 ,,,,,,,,
I like Myself!,,,Scholastic Printing New York,2005,,1270,English,,,,,,Karan Beaumont,,1270,,1,$1.25 ,,,,,,,,
Ali Baba & The Forty Thieves,,,Dhigara Publising House,2002,,1271,English,,,,,,DhingaraPub,,1271,,1,30,,,,,,,,
I' m a Little Teapot,,,Scholastic Printing New York,1997,,1272,English,,,,,,Iza Trapani,,1272,,1,$3.99 ,,,,,,,,
Princess Pigtoria and the Pea,,,Scholastic Printing New York,2010,,1273,English,,,,,,Pamela Duncan,,1273,,1,$3.99 ,,,,,,,,
The cat with Two Tales,,,Macdonald Children Books,2005,,1274,English,,,,,,Alix Nathan,,1274,,1,$2.50 ,,,,,,,,
Hanukah Monkey,,,Mulberry Paperback Book,1991,,1275,English,,,,,,Sholem Aleichem,,1275,,1,$3.95 ,,,,,,,,
Franlin's Halloween,,,Scholastic Printing New York,1996,,1276,English,,,,,,Brenda Clark,,1276,,1,$1.25 ,,,,,,,,
Freddie the Frog,,,Ideals Publshing,,,1277,English,,,,,,Tom Lafleur,,1277,,1,$1.25 ,,,,,,,,
Mama Rex an T the Horrible Play Date,,,Scholastic Printing New York,2001,,1278,English,,,,,,Rachel Vail,,1278,,1,$4.99 ,,,,,,,,
Frog In Winter,,,Tambourine Books,1992,,1279,English,,,,,,Max Velthuijs,,1279,,1,$4.95 ,,,,,,,,
The Mini Treasure Chest of Great Fairy Tales,,,Dami Publiction,,,1280,English,,,,,,Tony Wolf,,1280,,1,$1.25 ,,,,,,,,
The Mission of Addition,,,First Avenue Editions,2001,,1281,English,,,,,,Brian P. Cleary,,1281,,1,$6.95 ,,,,,,,,
Mission Adition ,,,Scholastic Printing New York,1998,,1282,English,,,,,,Loreen Leedy,,1282,,1,$6.98 ,,,,,,,,
The Puppet in The Big Black Box,,,Stiff Lip  Publishing,1989,,1283,English,,,,,,Steve Chaney,,1283,,1,$1.50 ,,,,,,,,
Roller Skates!,,,Scholastic Printing New York,1992,,1284,English,,,,,,Stephanie,,1284,,1,$3.99 ,,,,,,,,
Days With Frog and Toad,,,Harper Trophy,1984,,1285,English,,,,,,Arnold Lobel,,1285,,1,$3.99 ,,,,,,,,
Poop Puppy,,,Scholastic Printing New York,,,1286,English,,,,,,Nick Bruel,,1286,,1,,,,,,,,,
What will I Do without You?,,,Scholastic Printing New York,1999,,1287,English,,,,,,Sally Grindley,,1287,,1,$3.99 ,,,,,,,,
Brave Little Monster,,,Scholastic Printing New York,2001,,1288,English,,,,,,Ken Baker,,1288,,1,$3.99 ,,,,,,,,
Dog Breath,,,Scholastic Printing New York,1994,,1289,English,,,,,,Dav Pilkey,,1289,,1,$5.99 ,,,,,,,,
The Amazing Bone,,,A Sunburst Book,1993,,1290,English,,,,,,Willam Steig,,1290,,1,$4.95 ,,,,,,,,
Coootion in The Ocean,,,Scholastic Printing New York,,,1291,English,,,,,,Giles Andreae,,1291,,1,,,,,,,,,
Super Storms,,,Scholastic Printing New York,1993,,1292,English,,,,,,Seymour Simon,,1292,,1,$1.25 ,,,,,,,,
"Basil, The Forgotten Puppy",,,Willowisp Press,1992,,1293,English,,,,,,Terri Stone,,1293,,1,$1.99 ,,,,,,,,
The Elves and the Shoemaker,,,Leap Frog publication,2002,,1294,English,,,,,,Jennifer Boudart,,1294,,1,$2.25 ,,,,,,,,
Think That Go Cars and Trucks,,,Leap Frog publication,,,1295,English,,,,,,Mike Muir,,1295,,1,$1.25 ,,,,,,,,
Thomas to The Rescue,,,Egmont Imagination Ltd.,2001,,1296,English,,,,,,Robin Davies,,1296,,1,$1.25 ,,,,,,,,
Kim Kangaroo,,,Hooked on Phonics,2001,,1297,English,,,,,,Leslie McGurie,,1297,,1,$1.25 ,,,,,,,,
Here Comes Trouble,,,Scholastic Printing New York,,,1298,English,,,,,,Larry Dane Brimner,,1298,,1,$1.25 ,,,,,,,,
I'm a Manatee,,,Simon & Schuster Children's Publishing,2005,,1299,English,,,,,,John Lithgow,,1299,,1,$1.50 ,,,,,,,,
The Berenstain Bears and the Golden Rule,,,Chick fil & Company,2001,,1300,English,,,,,,Berenstain,,1300,,1,$1.25 ,,,,,,,,
How Spider saved Halloween ,,,Scholastic Printing New York,2001,,1301,English,,,,,,Robert Kraus,,1301,,1,$1.25 ,,,,,,,,
Mary's Baby,,,Scholastic Printing New York,1995,,1302,English,,,,,,Jane Chapman,,1302,,1,$2.50 ,,,,,,,,
Stringcraft In 3D,,,Search Press Ltd. London,2001,,1303,English,,,,,,Search Press,,1303,,1,$2.50 ,,,,,,,,
Backyard  Adventures for Outdoor Explorers,,,Incentive Publications ,2001,,1304,English,,,,,,Imogene Forte,,1304,,1,$2.50 ,,,,,,,,
Town Mouse and the Country Mouse,,,Houghton Mifflin Company,2001,,1305,English,,,,,,Sarash Keane ,,1305,,1,$2.50 ,,,,,,,,
The Secret Journey,,,Arch books US,1968,,1306,English,,,,,,Virginia Mueller,,1306,,1,$2.50 ,,,,,,,,
Everybody Cooks Rice,,,Carolrhoda Books ,1991,,1307,English,,,,,,Norah Dooley,,1307,,1,$3.25 ,,,,,,,,
A Surprise For Mom,,,Grosset & Dunlap New York,2011,,1308,English,,,,,,Craig Bartlett,,1308,,1,$3.25 ,,,,,,,,
I Am A T. Rex!,,,Grosset & Dunlap New York,2010,,1309,English,,,,,,Craig Bartlett,,1309,,1,$1.25 ,,,,,,,,
"Way to Go, Zoe!",,,Creative Edge,2010,,1310,English,,,,,,Kara McMohan,,1310,,1,$1.25 ,,,,,,,,
The Night Before Easter,,,Grosset & Dunlap New York,1999,,1311,English,,,,,,Natasha Wing,,1311,,1,$1.25 ,,,,,,,,
The Best  Halloween Masquerade Ever!,,,Simon & Schuster Children's Publishing,2000,,1312,English,,,,,,Richard Scarry,,1312,,1,$3.15 ,,,,,,,,
All Aboard & All About Trains,,,Plggy Toes Press,2000,,1313,English,,,,,,Dawn Bentley,,1313,,1,,,,,,,,,
Hooray for Thomas!,,,Random House,2005,,1314,English,,,,,,David Mitton,,1314,,1,$3.99 ,,,,,,,,
The Little Rabbit Who Wanted Red Wings,,,A platt & Munk,2015,,1315,English,,,,,,Carolyn Sherwin,,1315,,1,$1.95 ,,,,,,,,
When I' m Feeling Angry,,,The Five Mile Press,2005,,1316,English,,,,,,Trace Moroney,,1316,,1,,,,,,,,,
Birds of a Feather,,,Harper Festival,2002,,1317,English,,,,,,Susan Korman,,1317,,1,$3.99 ,,,,,,,,
The Oakwood Monster,,,Creative Edge,2005,,1318,English,,,,,,Creative Pub,,1318,,1,$3.95 ,,,,,,,,
Trouble for Trudy,,,Scholastic Printing New York,2006,,1319,English,,,,,,Teddy Slater,,1319,,1,$3.95 ,,,,,,,,
Farm to Market,,,The Economy Company,2006,,1320,English,,,,,,Joan Wade Cole,,1320,,1,$3.95 ,,,,,,,,
My Health Friends,,,The Economy Company,2006,,1321,English,,,,,,Joan Wade Cole,,1321,,1,$3.95 ,,,,,,,,
Pollution Solution,,,The Economy Company,2006,,1322,English,,,,,,Joan Wade Cole,,1322,,1,$3.95 ,,,,,,,,
Sun Neen The Best Time of The Year,,,The Economy Company,2006,,1323,English,,,,,,Joan Wade Cole,,1323,,1,$3.95 ,,,,,,,,
Scooby Doo  The Haunted Road Trip,,,Scholastic Printing New York,2005,,1324,English,,,,,,Gail Herman,,1324,,1,$3.99 ,,,,,,,,
My Little Pony Fashion Fun,,,Harper Festival,2001,,1325,English,,,,,,Ann Maria Capalija,,1325,,1,$3.50 ,,,,,,,,
The World's Biggest Tea Party,,,Harper Festival,2001,,1326,English,,,,,,Jennifer Frantz,,1326,,1,$3.99 ,,,,,,,,
The Princess Promenade,,,Harper Festival,2001,,1327,English,,,,,,Jennifer Frantz,,1327,,1,$3.99 ,,,,,,,,
Pony Party,,,Harper Festival,2001,,1328,English,,,,,,Jennifer Frantz,,1328,,1,$3.99 ,,,,,,,,
Just Me and My Mom,,,A Golden Book,2001,,1329,English,,,,,,Mercer Mayer,,1329,,1,$3.99 ,,,,,,,,
The Friendly Beasts,,,Mordern Pub,2001,,1330,English,,,,,,Suzanne Vasilak ,,1330,,1,$2.95 ,,,,,,,,
If you give A Moose A Muffin,,,Scholastic Printing New York,1992,,1331,English,,,,,,Laura Joffe Numeroff,,1331,,1,$3.99 ,,,,,,,,
Baby Whales Drink Milk,,,Troll Associates,2001,,1332,English,,,,,,Barbara Juster Esbensen,,1332,,1,$4.99 ,,,,,,,,
How People Learned to Fly,,,Harpercollins,2007,,1333,English,,,,,,Fran Hodgkins,,1333,,1,$5.99 ,,,,,,,,
Froggy goes to School,,,Scholastic Printing New York,2008,,1334,English,,,,,,Jonathan,,1334,,1,$2.99 ,,,,,,,,
Froggy Plays Soccer,,,Scholastic Printing New York,2008,,1335,English,,,,,,Jonathan London ,,1335,,1,$2.99 ,,,,,,,,
I Am A T. Rex!,,,Grosset & Dunlap New York,2010,,1336,English,,,,,,Craig Bartlett,,1336,,1,$1.25 ,,,,,,,,
Hansel and Gretel,,,Mordern Pub,2010,,1337,English,,,,,,Shane DeRolf,,1337,,1,$2.50 ,,,,,,,,
Just Me in The Tub,,,A Golden Book,2010,,1338,English,,,,,,Mercer Mayer,,1338,,1,$3.50 ,,,,,,,,
Franklin's Halloween,,,Scholastic Printing New York,2007,,1339,English,,,,,,Brenda Clark,,1339,,1,$4.50 ,,,,,,,,
Safe And Sound!,,,Chick Fil ,2001,,1340,English,,,,,,Berenstan Bears,,1340,,1,,,,,,,,,
It's Valentine's Day,,,Scholastic Printing New York,2000,,1341,English,,,,,,Jack Prelutsky,,1341,,1,$2.50 ,,,,,,,,
Go to School ,,,Scholastic Printing New York,2001,,1342,English,,,,,,Berenstain ,,1342,,1,$1.95 ,,,,,,,,
The Country Bunny and The Little gold shoes,,,Scholastic Printing New York,2001,,1343,English,,,,,,Jenifer,,1343,,1,$1.95 ,,,,,,,,
Just Grandpa and Me,,,A Golden Book,1985,,1344,English,,,,,,Mercer Mayer,,1344,,1,,,,,,,,,
Bugs are Insects,,,Harper collins Publishers,2001,,1345,English,,,,,,Anne Rockwell,,1345,,1,$3.99 ,,,,,,,,
Little Rec Riding Hood,,,Peter Pan Pub,,,1346,English,,,,,,Peter Pan,,1346,,1,$2.25 ,,,,,,,,
My Healthy Food Pyramid,,,Scholastic Printing New York,2000,,1347,English,,,,,,Diane H. Pappas,,1347,,1,$1.50 ,,,,,,,,
The Dog Rule and Cats Drool Aflip Book,,,Scholastic Printing New York,2007,,1348,English,,,,,,Howie Dewin,,1348,,1,$5.99 ,,,,,,,,
A country Cookbook,,,Country Originals Pub,1974,,1349,English,,,,,,Nick Power,,1349,,1,$4.75 ,,,,,,,,
A Very Brave Witch,,,Scholastic Printing New York,2007,,1350,English,,,,,,Alison Mc Ghee,,1350,,1,$3.99 ,,,,,,,,
Randy's Dandy Lions,,,Houghton Mifflin Company,2001,,1351,English,,,,,,Bill Peet,,1351,,1,$3.95 ,,,,,,,,
Sergio and  the Hurricane,,,Henry Holt and Company,2000,,1352,English,,,,,,Alexandra Wallner,,1352,,1,$6.95 ,,,,,,,,
Tikki Tikki Tembo,,,An Owlet Book,2000,,1353,English,,,,,,Arlene Mosel,,1353,,1,$5.95 ,,,,,,,,
When Sophie Gets Angry Really Really Angry,,,Scholastic Printing New York,,,1354,English,,,,,,Molly Bang,,1354,,1,$4.99 ,,,,,,,,
One Mitten,,,Scholastic Printing New York,2004,,1355,English,,,,,,Kristine George,,1355,,1,$3.99 ,,,,,,,,
Fall is For Friends,,,Scholastic Printing New York,2005,,1356,English,,,,,,Suzy Spafford,,1356,,1,$3.50 ,,,,,,,,
The Runaway Balloon,,,Stride Rite Corporation,1993,,1357,English,,,,,,Ned Delaney,,1357,,1,$2.50 ,,,,,,,,
